# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Copyright 2011, 2014 (C) Quranic Arabic Corpus (morphology, version 0.5)
#  Kais Dukes, sckd@leeds.ac.uk
#  License: GNU General Public License
#
#  The Quranic Arabic Corpus includes syntactic and morphological
#  annotation of the Quran, and builds on the verified Arabic text
#  distributed by the Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this file, but CHANGING IT IS NOT ALLOWED.
#
#  - This annotation can be used in any website or application,
#    provided its source (the Quranic Arabic Corpus) is clearly
#    indicated, and a link is made to http://corpus.quran.com to enable
#    users to keep track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all works
#    derived from or containing substantial portion of this file.
#
#  Please check updates at: http://corpus.quran.com/download

# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Tanzil Quran Text (Uthmani, version 1.0.2)
#  Copyright (C) 2008-2009 Tanzil.info
#  License: Creative Commons BY-ND 3.0 Unported
#
#  This copy of quran text is carefully produced, highly
#  verified and continuously monitored by a group of specialists
#  at Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this text, but CHANGING IT IS NOT ALLOWED.
#
#  - This quran text can be used in any website or application,
#    provided its source (Tanzil.info) is clearly indicated, and
#    a link is made to http://tanzil.info to enable users to keep
#    track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all files
#    derived from or containing substantial portion of this text.
#
#  Please check updates at: http://tanzil.info/updates/
#
#====================================================================

ChapterNo,VerseNo,TokenNo,SegmentNo,Segment,Lemma,Root
40,4,7,1,alladhīna,alladhī,
40,4,8,1,kafaru,kafara,kfr
40,4,8,2,w,,
40,4,9,1,fa,f,
40,4,9,2,lā,lā,
40,4,10,1,yaghrur,gharra,ghrr
40,4,10,2,ka,,
40,4,11,1,taqallubu,taqallub,qlb
40,4,11,2,hum,,
40,4,12,1,fī,fī,
40,4,13,1,al,,
40,4,13,2,bilādi,balad,bld
40,5,1,1,kadhabat,kadhaba,kdhb
40,5,2,1,qabla,qabl,qbl
40,5,2,2,hum,,
40,5,3,1,qawmu,qawm,qūm
40,5,4,1,nūḥin,nūḥ,
40,5,5,1,wa,,
40,5,5,2,al,,
40,5,5,3,aḥzābu,ḥiz'b,ḥzb
40,5,6,1,min,min,
40,5,7,1,baʿdi,baʿd,bʿd
40,5,7,2,him,,
40,5,8,1,wa,,
40,5,8,2,hammat,hamma,hmm
40,5,9,1,kullu,kull,kll
40,5,10,1,ummatin,ummat,mm
40,5,11,1,bi,b,
40,5,11,2,rasūli,rasūl,rsl
40,5,11,3,him,,
40,5,12,1,li,,
40,5,12,2,yakhudhu,akhadha,khdh
40,5,12,3,,,
40,5,12,4,hu,,
40,5,13,1,wa,,
40,5,13,2,jādalu,jādalu,jdl
40,5,13,3,w,,
40,5,14,1,bi,b,
40,5,14,2,al,,
40,5,14,3,bāṭili,bāṭil,bṭl
40,5,15,1,li,,
40,5,15,2,yud'ḥiḍu,yud'ḥiḍu,dḥḍ
40,5,15,3,w,,
40,5,16,1,bi,b,
40,5,16,2,hi,,
40,5,17,1,al,,
40,5,17,2,ḥaqqa,ḥaqq,ḥqq
40,5,18,1,fa,f,
40,5,18,2,akhadh,akhadha,khdh
40,5,18,3,tu,,
40,5,18,4,hum,,
40,5,19,1,fa,f,
40,5,19,2,kayfa,kayf,kīf
40,5,20,1,kāna,kāna,kūn
40,5,21,1,ʿiqābi,ʿiqāb,ʿqb
40,5,21,2,,,
40,6,1,1,wa,,
40,6,1,2,ka,k,
40,6,1,3,dhālika,dhālik,
40,6,2,1,ḥaqqat,ḥaqqa,ḥqq
40,6,3,1,kalimatu,kalimat,klm
40,6,4,1,rabbi,rabb,rbb
40,6,4,2,ka,,
40,6,5,1,ʿalā,ʿalā,
40,6,6,1,alladhīna,alladhī,
40,6,7,1,kafaru,kafara,kfr
40,6,7,2,wā,,
40,6,8,1,anna,ann,
40,6,8,2,hum,,
40,6,9,1,aṣḥābu,aṣḥāb,ṣḥb
40,6,10,1,al,,
40,6,10,2,nāri,nār,nūr
40,7,1,1,alladhīna,alladhī,
40,7,2,1,yaḥmilu,ḥamala,ḥml
40,7,2,2,na,,
40,7,3,1,al,,
40,7,3,2,ʿarsha,ʿarsh,ʿrsh
40,7,4,1,wa,,
40,7,4,2,man,man,
40,7,5,1,ḥawla,ḥawl,ḥūl
40,7,5,2,hu,,
40,7,6,1,yusabbiḥu,sabbaḥa,sbḥ
40,7,6,2,na,,
40,7,7,1,bi,b,
40,7,7,2,ḥamdi,ḥamd,ḥmd
40,7,8,1,rabbi,rabb,rbb
40,7,8,2,him,,
40,7,9,1,wa,,
40,7,9,2,yu'minu,āmana,mn
40,7,9,3,na,,
40,7,10,1,bi,b,
40,7,10,2,hi,,
40,7,11,1,wa,,
40,7,11,2,yastaghfiru,is'taghfara,ghfr
40,7,11,3,na,,
40,7,12,1,li,l,
40,7,12,2,ladhīna,alladhī,
40,7,13,1,āmanu,āmana,mn
40,7,13,2,w,,
40,7,14,1,rabba,rabb,rbb
40,7,14,2,nā,,
40,7,15,1,wasiʿ,wasiʿa,sʿ
40,7,15,2,ta,,
40,7,16,1,kulla,kull,kll
40,7,17,1,shayin,shay,shī
40,7,18,1,raḥmatan,raḥmat,rḥm
40,7,19,1,wa,,
40,7,19,2,ʿil'man,ʿil'm,ʿlm
40,7,20,1,fa,f,
40,7,20,2,igh'fir,ghafara,ghfr
40,7,21,1,li,l,
40,7,21,2,ladhīna,alladhī,
40,7,22,1,tābu,tāba,tūb
40,7,22,2,w,,
40,7,23,1,wa,,
40,7,23,2,ittabaʿu,ittabaʿa,tbʿ
40,7,23,3,w,,
40,7,24,1,sabīla,sabīl,sbl
40,7,24,2,ka,,
40,7,25,1,wa,,
40,7,25,2,qi,waqā,qī
40,7,25,3,him,,
40,7,26,1,ʿadhāba,ʿadhāb,ʿdhb
40,7,27,1,al,,
40,7,27,2,jaḥīmi,jaḥīm,jḥm
40,8,1,1,rabba,rabb,rbb
40,8,1,2,nā,,
40,8,2,1,wa,,
40,8,2,2,adkhil,ud'khila,dkhl
40,8,2,3,hum,,
40,8,3,1,jannāti,jannat,jnn
40,8,4,1,ʿadnin,ʿadn,
40,8,5,1,allatī,alladhī,
40,8,6,1,waʿad,waʿada,ʿd
40,8,6,2,ta,,
40,8,6,3,hum,,
40,8,7,1,wa,,
40,8,7,2,man,man,
40,8,8,1,ṣalaḥa,ṣalaḥa,ṣlḥ
40,8,9,1,min,min,
40,8,10,1,ābāi,ābā,bū
40,8,10,2,him,,
40,8,11,1,wa,,
40,8,11,2,azwāji,zawj,zūj
40,8,11,3,him,,
40,8,12,1,wa,,
40,8,12,2,dhurriyyāti,dhurriyyāt,dhrr
40,8,12,3,him,,
40,8,13,1,inna,inn,
40,8,13,2,ka,,
40,8,14,1,anta,,
40,8,15,1,al,,
40,8,15,2,ʿazīzu,ʿazīz,ʿzz
40,8,16,1,al,,
40,8,16,2,ḥakīmu,ḥakīm,ḥkm
40,9,1,1,wa,,
40,9,1,2,qi,waqā,qī
40,9,1,3,himu,,
40,9,2,1,al,,
40,9,2,2,sayyiāti,sayyiāt,sū
40,9,3,1,wa,,
40,9,3,2,man,man,
40,9,4,1,taqi,waqā,qī
40,9,5,1,al,,
40,9,5,2,sayyiāti,sayyiāt,sū
40,9,6,1,yawma-idhin,yawma-idh,
40,9,7,1,fa,f,
40,9,7,2,qad,qad,
40,9,8,1,raḥim,raḥima,rḥm
40,9,8,2,ta,,
40,9,8,3,hu,,
40,9,9,1,wa,,
40,9,9,2,dhālika,dhālik,
40,9,10,1,huwa,,
40,9,11,1,al,,
40,9,11,2,fawzu,fawz,fūz
40,9,12,1,al,,
40,9,12,2,ʿaẓīmu,ʿaẓīm,ʿẓm
40,10,1,1,inna,inn,
40,10,2,1,alladhīna,alladhī,
40,10,3,1,kafaru,kafara,kfr
40,10,3,2,w,,
40,10,4,1,yunāda,nādā,ndū
40,10,4,2,w'na,,
40,10,5,1,la,,
40,10,5,2,maqtu,maqt,mqt
40,10,6,1,allahi,allah,lh
40,10,7,1,akbaru,akbar,kbr
40,10,8,1,min,min,
40,10,9,1,maqti,maqt,mqt
40,10,9,2,kum,,
40,10,10,1,anfusa,nafs,nfs
40,10,10,2,kum,,
40,10,11,1,idh,idh,
40,10,12,1,tud'ʿa,daʿā,dʿū
40,10,12,2,w'na,,
40,10,13,1,ilā,ilā,
40,10,14,1,al,,
40,10,14,2,īmāni,īmān,mn
40,10,15,1,fa,f,
40,10,15,2,takfuru,kafara,kfr
40,10,15,3,na,,
40,11,1,1,qālu,qāla,qūl
40,11,1,2,w,,
40,11,2,1,rabba,rabb,rbb
40,11,2,2,nā,,
40,11,3,1,ama,amāta,mūt
40,11,3,2,ta,,
40,11,3,3,nā,,
40,11,4,1,ith'natayni,ith'natayn,thnī
40,11,5,1,wa,,
40,11,5,2,aḥyay,aḥyā,ḥyī
40,11,5,3,ta,,
40,11,5,4,nā,,
40,11,6,1,ith'natayni,ith'natayn,thnī
40,11,7,1,fa,f,
40,11,7,2,iʿ'taraf,iʿ'tarafu,ʿrf
40,11,7,3,nā,,
40,11,8,1,bi,b,
40,11,8,2,dhunūbi,dhanb,dhnb
40,11,8,3,nā,,
40,11,9,1,fa,f,
40,11,9,2,hal,hal,
40,11,10,1,ilā,ilā,
40,11,11,1,khurūjin,khurūj,khrj
40,11,12,1,min,min,
40,11,13,1,sabīlin,sabīl,sbl
40,12,1,1,dhālikum,dhālik,
40,12,2,1,bi,b,
40,12,2,2,anna,ann,
40,12,2,3,hu,,
40,12,3,1,idhā,idhā,
40,12,4,1,duʿiya,daʿā,dʿū
40,12,5,1,allahu,allah,lh
40,12,6,1,waḥda,waḥd,ḥd
40,12,6,2,hu,,
40,12,7,1,kafar,kafara,kfr
40,12,7,2,tum,,
40,12,8,1,wa,,
40,12,8,2,in,in,
40,12,9,1,yush'rak,ashraka,shrk
40,12,10,1,bi,b,
40,12,10,2,hi,,
40,12,11,1,tu'minu,āmana,mn
40,12,11,2,w,,
40,12,12,1,fa,f,
40,12,12,2,al,,
40,12,12,3,ḥuk'mu,ḥuk'm,ḥkm
40,12,13,1,li,l,
40,12,13,2,lahi,allah,lh
40,12,14,1,al,,
40,12,14,2,ʿaliyyi,ʿaliyy,ʿlū
40,12,15,1,al,,
40,12,15,2,kabīri,kabīr,kbr
40,13,1,1,huwa,,
40,13,2,1,alladhī,alladhī,
40,13,3,1,yurī,aray,rī
40,13,3,2,kum,,
40,13,4,1,āyāti,āyat,yī
40,13,4,2,hi,,
40,13,5,1,wa,,
40,13,5,2,yunazzilu,nazzala,nzl
40,13,6,1,la,l,
40,13,6,2,kum,,
40,13,7,1,mina,min,
40,13,8,1,al,,
40,13,8,2,samāi,samā,smū
40,13,9,1,riz'qan,riz'q,rzq
40,13,10,1,wa,,
40,13,10,2,mā,mā,
40,13,11,1,yatadhakkaru,tadhakkara,dhkr
40,13,12,1,illā,illā,
40,13,13,1,man,man,
40,13,14,1,yunību,anāba,nūb
40,14,1,1,fa,f,
40,14,1,2,ud'ʿu,daʿā,dʿū
40,14,1,3,w,,
40,14,2,1,allaha,allah,lh
40,14,3,1,mukh'liṣīna,mukh'liṣ,khlṣ
40,14,4,1,la,l,
40,14,4,2,hu,,
40,14,5,1,al,,
40,14,5,2,dīna,dīn,dīn
40,14,6,1,wa,,
40,14,6,2,law,la,
40,14,7,1,kariha,kariha,krh
40,14,8,1,al,,
40,14,8,2,kāfirūna,kāfirūn,kfr
40,15,1,1,rafīʿu,rafīʿ,rfʿ
40,15,2,1,al,,
40,15,2,2,darajāti,darajat,drj
40,15,3,1,dhū,dhū,
40,15,4,1,al,,
40,15,4,2,ʿarshi,ʿarsh,ʿrsh
40,15,5,1,yul'qī,alqā,lqī
40,15,6,1,al,,
40,15,6,2,rūḥa,rūḥ,rūḥ
40,15,7,1,min,min,
40,15,8,1,amri,amr,mr
40,15,8,2,hi,,
40,15,9,1,ʿalā,ʿalā,
40,15,10,1,man,man,
40,15,11,1,yashāu,shāa,shī
40,15,12,1,min,min,
40,15,13,1,ʿibādi,ʿabd,ʿbd
40,15,13,2,hi,,
40,15,14,1,li,,
40,15,14,2,yundhira,andhara,ndhr
40,15,15,1,yawma,yawm,īūm
40,15,16,1,al,,
40,15,16,2,talāqi,talāq,lqī
40,16,1,1,yawma,yawm,īūm
40,16,2,1,hum,,
40,16,3,1,bārizūna,bārizūn,brz
40,16,4,1,lā,lā,
40,16,5,1,yakhfā,yakhfā,khfī
40,16,6,1,ʿalā,ʿalā,
40,16,7,1,allahi,allah,lh
40,16,8,1,min,min,
40,16,8,2,hum,,
40,16,9,1,shayon,shay,shī
40,16,10,1,li,l,
40,16,10,2,mani,man,
40,16,11,1,al,,
40,16,11,2,mul'ku,mul'k,mlk
40,16,12,1,al,,
40,16,12,2,yawma,yawm,īūm
40,16,13,1,li,l,
40,16,13,2,lahi,allah,lh
40,16,14,1,al,,
40,16,14,2,wāḥidi,wāḥid,ḥd
40,16,15,1,al,,
40,16,15,2,qahhāri,qahhār,qhr
40,17,1,1,al,,
40,17,1,2,yawma,yawm,īūm
40,17,2,1,tuj'zā,jazā,jzī
40,17,3,1,kullu,kull,kll
40,17,4,1,nafsin,nafs,nfs
40,17,5,1,bi,b,
40,17,5,2,mā,mā,
40,17,6,1,kasabat,kasaba,ksb
40,17,7,1,lā,lā,
40,17,8,1,ẓul'ma,ẓul'm,ẓlm
40,17,9,1,al,,
40,17,9,2,yawma,yawm,īūm
40,17,10,1,inna,inn,
40,17,11,1,allaha,allah,lh
40,17,12,1,sarīʿu,sarīʿ,srʿ
40,17,13,1,al,,
40,17,13,2,ḥisābi,ḥisāb,ḥsb
40,18,1,1,wa,,
40,18,1,2,andhir,andhara,ndhr
40,18,1,3,hum,,
40,18,2,1,yawma,yawm,īūm
40,18,3,1,al,,
40,18,3,2,āzifati,āzifat,zf
40,18,4,1,idhi,idh,
40,18,5,1,al,,
40,18,5,2,qulūbu,qalb,qlb
40,18,6,1,ladā,ladā,
40,18,7,1,al,,
40,18,7,2,ḥanājiri,ḥanājir,ḥnjr
40,18,8,1,kāẓimīna,kāẓimīn,kẓm
40,18,9,1,mā,mā,
40,18,10,1,li,l,
40,18,10,2,l,,
40,18,10,3,ẓālimīna,ẓālim,ẓlm
40,18,11,1,min,min,
40,18,12,1,ḥamīmin,ḥamīm,ḥmm
40,18,13,1,wa,,
40,18,13,2,lā,lā,
40,18,14,1,shafīʿin,shafīʿ,shfʿ
40,18,15,1,yuṭāʿu,yuṭāʿu,ṭūʿ
40,19,1,1,yaʿlamu,ʿalima,ʿlm
40,19,2,1,khāinata,khāinat,khūn
40,19,3,1,al,,
40,19,3,2,aʿyuni,ʿayn,ʿīn
40,19,4,1,wa,,
40,19,4,2,mā,mā,
40,19,5,1,tukh'fī,ukh'fiya,khfī
40,19,6,1,al,,
40,19,6,2,ṣudūru,ṣadr,ṣdr
40,20,1,1,wa,,
40,20,1,2,allahu,allah,lh
40,20,2,1,yaqḍī,qaḍā,qḍī
40,20,3,1,bi,b,
40,20,3,2,al,,
40,20,3,3,ḥaqqi,ḥaqq,ḥqq
40,20,4,1,wa,,
40,20,4,2,alladhīna,alladhī,
40,20,5,1,yadʿu,daʿā,dʿū
40,20,5,2,na,,
40,20,6,1,min,min,
40,20,7,1,dūni,dūn,dūn
40,20,7,2,hi,,
40,20,8,1,lā,lā,
40,20,9,1,yaqḍu,qaḍā,qḍī
40,20,9,2,na,,
40,20,10,1,bi,b,
40,20,10,2,shayin,shay,shī
40,20,11,1,inna,inn,
40,20,12,1,allaha,allah,lh
40,20,13,1,huwa,,
40,20,14,1,al,,
40,20,14,2,samīʿu,samīʿ,smʿ
40,20,15,1,al,,
40,20,15,2,baṣīru,baṣīr,bṣr
40,21,1,1,a,,
40,21,1,2,wa,,
40,21,1,3,lam,lam,
40,21,2,1,yasīru,sāra,sīr
40,21,2,2,w,,
40,21,3,1,fī,fī,
40,21,4,1,al,,
40,21,4,2,arḍi,arḍ,rḍ
40,21,5,1,fa,f,
40,21,5,2,yanẓuru,naẓara,nẓr
40,21,5,3,w,,
40,21,6,1,kayfa,kayf,kīf
40,21,7,1,kāna,kāna,kūn
40,21,8,1,ʿāqibatu,ʿāqibat,ʿqb
40,21,9,1,alladhīna,alladhī,
40,21,10,1,kānu,kāna,kūn
40,21,10,2,w,,
40,21,11,1,min,min,
40,21,12,1,qabli,qabl,qbl
40,21,12,2,him,,
40,21,13,1,kānu,kāna,kūn
40,21,13,2,w,,
40,21,14,1,hum,,
40,21,15,1,ashadda,ashadd,shdd
40,21,16,1,min,min,
40,21,16,2,hum,,
40,21,17,1,quwwatan,quwwat,qūī
40,21,18,1,wa,,
40,21,18,2,āthāran,athar,thr
40,21,19,1,fī,fī,
40,21,20,1,al,,
40,21,20,2,arḍi,arḍ,rḍ
40,21,21,1,fa,f,
40,21,21,2,akhadha,akhadha,khdh
40,21,21,3,humu,,
40,21,22,1,allahu,allah,lh
40,21,23,1,bi,b,
40,21,23,2,dhunūbi,dhanb,dhnb
40,21,23,3,him,,
40,21,24,1,wa,,
40,21,24,2,mā,mā,
40,21,25,1,kāna,kāna,kūn
40,21,26,1,la,l,
40,21,26,2,hum,,
40,21,27,1,mina,min,
40,21,28,1,allahi,allah,lh
40,21,29,1,min,min,
40,21,30,1,wāqin,wāq,qī
40,22,1,1,dhālika,dhālik,
40,22,2,1,bi,b,
40,22,2,2,anna,ann,
40,22,2,3,hum,,
40,22,3,1,kānat,kāna,kūn
40,22,4,1,tatī,atā,tī
40,22,4,2,him,,
40,22,5,1,rusulu,rasūl,rsl
40,22,5,2,hum,,
40,22,6,1,bi,b,
40,22,6,2,al,,
40,22,6,3,bayyināti,bayyinat,bīn
40,22,7,1,fa,f,
40,22,7,2,kafaru,kafara,kfr
40,22,7,3,w,,
40,22,8,1,fa,f,
40,22,8,2,akhadha,akhadha,khdh
40,22,8,3,humu,,
40,22,9,1,allahu,allah,lh
40,22,10,1,inna,inn,
40,22,10,2,hu,,
40,22,11,1,qawiyyun,qawiīī,qūī
40,22,12,1,shadīdu,shadīd,shdd
40,22,13,1,al,,
40,22,13,2,ʿiqābi,ʿiqāb,ʿqb
40,23,1,1,wa,,
40,23,1,2,la,,
40,23,1,3,qad,qad,
40,23,2,1,arsal,arsala,rsl
40,23,2,2,nā,,
40,23,3,1,mūsā,mūsā,
40,23,4,1,bi,b,
40,23,4,2,āyāti,āyat,yī
40,23,4,3,nā,,
40,23,5,1,wa,,
40,23,5,2,sul'ṭānin,sul'ṭān,slṭ
40,23,6,1,mubīnin,mubīn,bīn
40,24,1,1,ilā,ilā,
40,24,2,1,fir'ʿawna,fir'ʿawn,
40,24,3,1,wa,,
40,24,3,2,hāmāna,hāmān,
40,24,4,1,wa,,
40,24,4,2,qārūna,qārūn,
40,24,5,1,fa,f,
40,24,5,2,qālu,qāla,qūl
40,24,5,3,w,,
40,24,6,1,sāḥirun,sāḥir,sḥr
40,24,7,1,kadhābun,kadhāb,kdhb
40,25,1,1,fa,f,
40,25,1,2,lammā,lammā,
40,25,2,1,jāa,jāa,jī
40,25,2,2,hum,,
40,25,3,1,bi,b,
40,25,3,2,al,,
40,25,3,3,ḥaqqi,ḥaqq,ḥqq
40,25,4,1,min,min,
40,25,5,1,ʿindi,ʿind,ʿnd
40,25,5,2,nā,,
40,25,6,1,qālu,qāla,qūl
40,25,6,2,w,,
40,25,7,1,uq'tulu,qatala,qtl
40,25,7,2,wā,,
40,25,8,1,abnāa,ib'n,bnī
40,25,9,1,alladhīna,alladhī,
40,25,10,1,āmanu,āmana,mn
40,25,10,2,w,,
40,25,11,1,maʿa,maʿ,
40,25,11,2,hu,,
40,25,12,1,wa,,
40,25,12,2,is'taḥyu,yastaḥyī,ḥyī
40,25,12,3,w,,
40,25,13,1,nisāa,nisā,nsū
40,25,13,2,hum,,
40,25,14,1,wa,,
40,25,14,2,mā,mā,
40,25,15,1,kaydu,kayd,kīd
40,25,16,1,al,,
40,25,16,2,kāfirīna,kāfirūn,kfr
40,25,17,1,illā,illā,
40,25,18,1,fī,fī,
40,25,19,1,ḍalālin,ḍalāl,ḍll
40,26,1,1,wa,,
40,26,1,2,qāla,qāla,qūl
40,26,2,1,fir'ʿawnu,fir'ʿawn,
40,26,3,1,dharu,yadhara,dhr
40,26,3,2,,,
40,26,3,3,nī,,
40,26,4,1,aqtul,qatala,qtl
40,26,5,1,mūsā,mūsā,
40,26,6,1,wa,,
40,26,6,2,l,,
40,26,6,3,yadʿu,daʿā,dʿū
40,26,7,1,rabba,rabb,rbb
40,26,7,2,hu,,
40,26,8,1,inni,inn,
40,26,8,2,ā,,
40,26,9,1,akhāfu,khāfa,khūf
40,26,10,1,an,an,
40,26,11,1,yubaddila,baddala,bdl
40,26,12,1,dīna,dīn,dīn
40,26,12,2,kum,,
40,26,13,1,aw,aw,
40,26,14,1,an,an,
40,26,15,1,yuẓ'hira,aẓhara,ẓhr
40,26,16,1,fī,fī,
40,26,17,1,al,,
40,26,17,2,arḍi,arḍ,rḍ
40,26,18,1,al,,
40,26,18,2,fasāda,fasād,fsd
40,27,1,1,wa,,
40,27,1,2,qāla,qāla,qūl
40,27,2,1,mūsā,mūsā,
40,27,3,1,inni,inn,
40,27,3,2,,,
40,27,4,1,ʿudh,ʿudh,ʿūdh
40,27,4,2,tu,,
40,27,5,1,bi,b,
40,27,5,2,rabbi,rabb,rbb
40,27,5,3,,,
40,27,6,1,wa,,
40,27,6,2,rabbi,rabb,rbb
40,27,6,3,kum,,
40,27,7,1,min,min,
40,27,8,1,kulli,kull,kll
40,27,9,1,mutakabbirin,mutakabbir,kbr
40,27,10,1,lā,lā,
40,27,11,1,yu'minu,āmana,mn
40,27,12,1,bi,b,
40,27,12,2,yawmi,yawm,īūm
40,27,13,1,al,,
40,27,13,2,ḥisābi,ḥisāb,ḥsb
40,28,1,1,wa,,
40,28,1,2,qāla,qāla,qūl
40,28,2,1,rajulun,rajul,rjl
40,28,3,1,mu'minun,mu'min,mn
40,28,4,1,min,min,
40,28,5,1,āli,āl,ūl
40,28,6,1,fir'ʿawna,fir'ʿawn,
40,28,7,1,yaktumu,katama,ktm
40,28,8,1,īmāna,īmān,mn
40,28,8,2,hu,,
40,28,9,1,a,,
40,28,9,2,taqtulu,qatala,qtl
40,28,9,3,na,,
40,28,10,1,rajulan,rajul,rjl
40,28,11,1,an,an,
40,28,12,1,yaqūla,qāla,qūl
40,28,13,1,rabbi,rabb,rbb
40,28,13,2,ya,,
40,28,14,1,allahu,allah,lh
40,28,15,1,wa,,
40,28,15,2,qad,qad,
40,28,16,1,jāa,jāa,jī
40,28,16,2,kum,,
40,28,17,1,bi,b,
40,28,17,2,al,,
40,28,17,3,bayyināti,bayyinat,bīn
40,28,18,1,min,min,
40,28,19,1,rabbi,rabb,rbb
40,28,19,2,kum,,
40,28,20,1,wa,,
40,28,20,2,in,in,
40,28,21,1,yaku,kāna,kūn
40,28,22,1,kādhiban,kādhib,kdhb
40,28,23,1,fa,f,
40,28,23,2,ʿalay,ʿalā,
40,28,23,3,hi,,
40,28,24,1,kadhibu,kadhib,kdhb
40,28,24,2,hu,,
40,28,25,1,wa,,
40,28,25,2,in,in,
40,28,26,1,yaku,kāna,kūn
40,28,27,1,ṣādiqan,ṣādiq,ṣdq
40,28,28,1,yuṣib,aṣāba,ṣūb
40,28,28,2,kum,,
40,28,29,1,baʿḍu,baʿḍ,bʿḍ
40,28,30,1,alladhī,alladhī,
40,28,31,1,yaʿidu,waʿada,ʿd
40,28,31,2,kum,,
40,28,32,1,inna,inn,
40,28,33,1,allaha,allah,lh
40,28,34,1,lā,lā,
40,28,35,1,yahdī,hadā,hdī
40,28,36,1,man,man,
40,28,37,1,huwa,,
40,28,38,1,mus'rifun,mus'rif,srf
40,28,39,1,kadhābun,kadhāb,kdhb
40,29,1,1,yā,yā,
40,29,1,2,qawmi,qawm,qūm
40,29,1,3,,,
40,29,2,1,la,l,
40,29,2,2,kumu,,
40,29,3,1,al,,
40,29,3,2,mul'ku,mul'k,mlk
40,29,4,1,al,,
40,29,4,2,yawma,yawm,īūm
40,29,5,1,ẓāhirīna,ẓāhir,ẓhr
40,29,6,1,fī,fī,
40,29,7,1,al,,
40,29,7,2,arḍi,arḍ,rḍ
40,29,8,1,fa,f,
40,29,8,2,man,man,
40,29,9,1,yanṣuru,naṣara,nṣr
40,29,9,2,nā,,
40,29,10,1,min,min,
40,29,11,1,basi,bas,bs
40,29,12,1,allahi,allah,lh
40,29,13,1,in,in,
40,29,14,1,jāa,jāa,jī
40,29,14,2,nā,,
40,29,15,1,qāla,qāla,qūl
40,29,16,1,fir'ʿawnu,fir'ʿawn,
40,29,17,1,mā,mā,
40,29,18,1,urī,aray,rī
40,29,18,2,kum,,
40,29,19,1,illā,illā,
40,29,20,1,mā,mā,
40,29,21,1,arā,raā,rī
40,29,22,1,wa,,
40,29,22,2,mā,mā,
40,29,23,1,ahdī,hadā,hdī
40,29,23,2,kum,,
40,29,24,1,illā,illā,
40,29,25,1,sabīla,sabīl,sbl
40,29,26,1,al,,
40,29,26,2,rashādi,rashād,rshd
40,30,1,1,wa,,
40,30,1,2,qāla,qāla,qūl
40,30,2,1,alladhī,alladhī,
40,30,3,1,āmana,āmana,mn
40,30,4,1,yā,yā,
40,30,4,2,qawmi,qawm,qūm
40,30,4,3,,,
40,30,5,1,inni,inn,
40,30,5,2,ā,,
40,30,6,1,akhāfu,khāfa,khūf
40,30,7,1,ʿalay,ʿalā,
40,30,7,2,kum,,
40,30,8,1,mith'la,mith'l,mthl
40,30,9,1,yawmi,yawm,īūm
40,30,10,1,al,,
40,30,10,2,aḥzābi,ḥiz'b,ḥzb
40,31,1,1,mith'la,mith'l,mthl
40,31,2,1,dabi,dab,db
40,31,3,1,qawmi,qawm,qūm
40,31,4,1,nūḥin,nūḥ,
40,31,5,1,wa,,
40,31,5,2,ʿādin,ʿād ,ʿūd
40,31,6,1,wa,,
40,31,6,2,thamūda,thamūd,
40,31,7,1,wa,,
40,31,7,2,alladhīna,alladhī,
40,31,8,1,min,min,
40,31,9,1,baʿdi,baʿd,bʿd
40,31,9,2,him,,
40,31,10,1,wa,,
40,31,10,2,mā,mā,
40,31,11,1,allahu,allah,lh
40,31,12,1,yurīdu,arāda,rūd
40,31,13,1,ẓul'man,ẓul'm,ẓlm
40,31,14,1,li,l,
40,31,14,2,l,,
40,31,14,3,ʿibādi,ʿabd,ʿbd
40,32,1,1,wa,,
40,32,1,2,yā,yā,
40,32,1,3,qawmi,qawm,qūm
40,32,1,4,,,
40,32,2,1,inni,inn,
40,32,2,2,ā,,
40,32,3,1,akhāfu,khāfa,khūf
40,32,4,1,ʿalay,ʿalā,
40,32,4,2,kum,,
40,32,5,1,yawma,yawm,īūm
40,32,6,1,al,,
40,32,6,2,tanādi,tanād,ndū
40,33,1,1,yawma,yawm,īūm
40,33,2,1,tuwallu,wallā,lī
40,33,2,2,na,,
40,33,3,1,mud'birīna,mud'bir,dbr
40,33,4,1,mā,mā,
40,33,5,1,la,l,
40,33,5,2,kum,,
40,33,6,1,mina,min,
40,33,7,1,allahi,allah,lh
40,33,8,1,min,min,
40,33,9,1,ʿāṣimin,ʿāṣim,ʿṣm
40,33,10,1,wa,,
40,33,10,2,man,man,
40,33,11,1,yuḍ'lili,aḍalla,ḍll
40,33,12,1,allahu,allah,lh
40,33,13,1,fa,f,
40,33,13,2,mā,mā,
40,33,14,1,la,l,
40,33,14,2,hu,,
